Title,Date,Category,Link
Doctor Charged In $32.7M Medicare Fraud Scheme,2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-distributor-to-pay-1019000-to-resolve-false-claims-act-liability-arising-from-billing-of-p-stim-devices/
Oak Street Health Agrees To Pay $60M To Resolve Alleged False Claims Act Liability For Paying Kickbacks To Insurance Agents In Medicare Advantage Patient Recruitment Scheme,2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-woman-sentenced-to-20-months-in-prison-for-conspiring-to-defraud-medicaid/
Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,2024-09-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-selling-fraudulent-nursing-diplomas-transcripts-and-nursing-licenses/
Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,2024-09-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-327m-medicare-fraud-scheme/
Managers Of Suburban Chicago Youth Counseling Center Sentenced To Prison For Defrauding Illinois Medicaid Out Of $2.5 Million,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oak-street-health-agrees-to-pay-60m-to-resolve-alleged-false-claims-act-liability-for-paying-kickbacks-to-insurance-agents-in-medicare-advantage-patient-recruitment-scheme/
South Dakota Surgical Hospital And United Surgical Partners International Agree To Pay More Than $12.7 Million To Resolve Alleged False Claims Act Violations,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-indictment-of-southern-california-healthcare-provider-for-medi-cal-fraud-of-nearly-60-million/
Doctor Pleads Guilty To Conspiracy To Illegally Using A Drug Enforcement Administration Registration Number Issued To Another,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/carr-lawrenceville-man-indicted-for-medicaid-and-identity-fraud/
East Lansing Caregiver Sentenced For Role In Freezing Death Of Elderly Woman,2024-09-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/managers-of-suburban-chicago-youth-counseling-center-sentenced-to-prison-for-defrauding-illinois-medicaid-out-of-25-million/
South Dakota Surgical Hospital Agrees To Pay More Than $12.7M To Resolve Alleged False Claims Act Violations,2024-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-and-united-surgical-partners-international-agree-to-pay-more-than-127-million-to-resolve-alleged-false-claims-act-violations/
"Dunes Surgical Hospital and USP Siouxland Agreed to Pay $267,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Office Space and Above Fair Market Value for Services",2024-09-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-conspiracy-to-illegally-using-a-drug-enforcement-administration-registration-number-issued-to-another/
Attorney General Alan Wilson Announces Upstate Woman Charged With Fraud And Stealing From Vulnerable Adult,2024-09-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/east-lansing-caregiver-sentenced-for-role-in-freezing-death-of-elderly-woman/
Licensed Professional Counselor Indicted In $2 Million Health Care Fraud Scheme,2024-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-agrees-to-pay-more-than-127m-to-resolve-alleged-false-claims-act-violations/
California Addiction Treatment Facility Operator Convicted Of Paying Nearly $2.9M In Illegal Kickbacks,2024-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Walgreens Agrees To Pay $106.8M To Resolve Allegations It Billed The Government For Prescriptions Never Dispensed,2024-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Sioux City Mental Health Counselor Arrested For Fraudulent Billing Insurance And Medicaid,2024-09-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Geriatric Nursing Assistant Sentenced For Theft Involving Nursing Facility Resident’s Debit Card,2024-09-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/california-addiction-treatment-facility-operator-convicted-of-paying-nearly-29m-in-illegal-kickbacks/
Final Medoc Defendant Sentenced In $4.4 Million Prescription Kickback Scheme,2024-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/walgreens-agrees-to-pay-1068m-to-resolve-allegations-it-billed-the-government-for-prescriptions-never-dispensed/
Former Charleston Physician Pleads Guilty To Federal Opioid Crime,2024-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sioux-city-mental-health-counselor-arrested-for-fraudulent-billing-insurance-and-medicaid/
Attorney General James Secures More Than $7.6 Million From Health Insurer For Using Banned Medicaid Provider,2024-09-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/geriatric-nursing-assistant-sentenced-for-theft-involving-nursing-facility-residents-debit-card/
United States Settles Claims Of Durable Medical Equipment Fraud Against Wilmington Physician,2024-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/final-medoc-defendant-sentenced-in-44-million-prescription-kickback-scheme/
"Man Pleads Guilty To Stealing More Than $68,000 From Medicaid And SNAP",2024-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-charleston-physician-pleads-guilty-to-federal-opioid-crime/
"United States Files Suit Against Pain Institute Of Nashville, Michael Cox, Debbie Cox, And Related Entities",2024-09-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-76-million-from-health-insurer-for-using-banned-medicaid-provider/
"Medical Center Health System and Medical Center Hospital, and MCH Professional Care, Agreed to Pay $518,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services",2024-09-11,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/united-states-settles-claims-of-durable-medical-equipment-fraud-against-wilmington-physician/
Behavioral Health Care Company Executive Charged With Health Care Fraud,2024-09-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-stealing-more-than-68000-from-medicaid-and-snap/
"Baylor College of Medicine Agreed to Pay $622,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying for Certain Technical Components of Services Related to Referrals by Certain Physicians and Physician Practices",2024-09-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/united-states-files-suit-against-pain-institute-of-nashville-michael-cox-debbie-cox-and-related-entities/
Marketer Of Durable Medical Equipment Admits Multimillion-Dollar Health Care Fraud Scheme,2024-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-center-health-system-and-medical-center-hospital-and-mch-professional-care-agreed-to-pay-518000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/
"Medical Device Company To Pay $700,000 To Resolve False Claims Act Allegations Concerning Inflated Reimbursements From Medicare And Medicaid",2024-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-health-care-company-executive-charged-with-health-care-fraud/
"Pharmacists Convicted Of $13M Medicare, Medicaid, And Private Insurer Fraud Scheme",2024-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baylor-college-of-medicine-agreed-to-pay-622000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-for-certain-technical-components-of-services-related-to-referrals-by-certain-physicians-and-physician-practices/
"The Rector and Visitors of the University of Virginia Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-09-06,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/marketer-of-durable-medical-equipment-admits-multimillion-dollar-health-care-fraud-scheme/
Home Health Care Company Operators Sentenced To Prison In $5.5 Million Kickback Scheme And Tax Evasion,2024-09-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-company-to-pay-700000-to-resolve-false-claims-act-allegations-concerning-inflated-reimbursements-from-medicare-and-medicaid/
Macon Resident Sentenced For Obstructing Justice In Civil Investigation,2024-09-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacists-convicted-of-13m-medicare-medicaid-and-private-insurer-fraud-scheme/
"Attorney General Moody Announces Arrest Of Owner Of Caregiving Company For More Than $20,000 In Medicaid Fraud",2024-09-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/the-rector-and-visitors-of-the-university-of-virginia-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Former Chief Operating Officer Of COVID-19 Testing Kit Company Sentenced To More Than Six Years In Federal Prison For Embezzling $1.85 Million,2024-09-04,COVID-19,https://oig.hhs.gov/fraud/enforcement/
Connecticut Dentist Pleads Guilty To Violating Federal Anti-Kickback Law,2024-09-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Pharmaceutical Company Pays $25 Million To Resolve Alleged False Claims Act Liability For Price-Fixing Of Generic Drug,2024-09-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Attorney General Brown Announces Conviction of Washington County Care Provider Who Assaulted Vulnerable Adult,2024-09-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-covid-19-testing-kit-company-sentenced-to-more-than-six-years-in-federal-prison-for-embezzling-185-million/
Four Defendants Plead Guilty To Defrauding Virginia Medicaid,2024-09-03,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/connecticut-dentist-pleads-guilty-to-violating-federal-anti-kickback-law/
"Slidell Memorial Hospital Agreed to Pay Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-company-pays-25-million-to-resolve-alleged-false-claims-act-liability-for-price-fixing-of-generic-drug/
Former Dentist Who Stole Millions From Maryland Medicaid Now Sentenced For Violating Probation,2024-08-30,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/attorney-general-brown-announces-conviction-of-washington-county-care-provider-who-assaulted-vulnerable-adult/
West Hartford Woman Sentenced For Medicaid Fraud,2024-08-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/four-defendants-plead-guilty-to-defrauding-virginia-medicaid/
Connecticut Dentists Pay $1.7 Million To Settle False Claims Allegations,2024-08-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/slidell-memorial-hospital-agreed-to-pay-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Madison Man Pleads Guilty To Conspiracy To Defraud The United States,2024-08-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-dentist-who-stole-millions-from-maryland-medicaid-now-sentenced-for-violating-probation/
U.S. Attorney Jesse Laslovich Announces $10.8 Million Civil Settlement With St. Peter’s Health Over False Claims Act Misconduct,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/west-hartford-woman-sentenced-for-medicaid-fraud/
Suffolk Services Provider Pleads Guilty To Health Care Fraud,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentists-pay-17-million-to-settle-false-claims-allegations/
"Oklahoma Medical Clinic, Owners, And Treating Physician Pay $246,000 To Settle Allegations Of Submitting False Medicare Claims For Medically Unnecessary Ultrasound Procedures",2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/madison-man-pleads-guilty-to-conspiracy-to-defraud-the-united-states/
California Doctor Sentenced For Health Care Fraud Scheme,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-jesse-laslovich-announces-108-million-civil-settlement-with-st-peters-health-over-false-claims-act-misconduct/
Baptist Health Services Agreed to Pay $1.4 Million for Allegedly Violating the Civil Monetary Penalties Law by Using False Records in Support of Claims for Office Visits,2024-08-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-services-provider-pleads-guilty-to-healthcare-fraud/
"Florence Wellness Agreed to Pay $194,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Improper Claims for Remote Patient Monitoring",2024-08-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/oklahoma-medical-clinic-owners-and-treating-physician-pay-246000-to-settle-allegations-of-submitting-false-medicare-claims-for-medically-unnecessary-ultrasound-procedures/
"Yavapai Regional Medical Center Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Properly Certified",2024-08-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/california-doctor-sentenced-for-health-care-fraud-scheme/
"Temporary Nurse Staffing Agencies In Quincy, Waltham To Pay More Than $600,000 In Separate Settlements For Failure To Comply With Rate Limits",2024-08-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baptist-health-services-agreed-to-pay-14-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-using-false-records-in-support-of-claims-for-office-visits/
"United Seating And Mobility, LLC, D/B/A Numotion, Agrees To Pay $13,500,000 To Resolve Alleged False Claims For Custom Wheelchairs",2024-08-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florence-wellness-agreed-to-pay-194000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-improper-claims-for-remote-patient-monitoring/
Texarkana Physician Sentenced To More Than 7 Years In Federal Prison For Prescribing Controlled Substances Without A Legitimate Medical Purpose,2024-08-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/yavapai-regional-medical-center-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-properly-certified/
"Buffalo Pharmacy Pays More Than $140,000 To Settle Record Keeping And Misbilling Allegations",2024-08-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
"Camden-Clark Physician Corporation and Parkersburg Cardiology Associates Agreed to Pay $155,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Without Proper Supervision",2024-08-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/about/
