Title,Date,Category,Link,Agency
"AG Moody’s Medicaid Fraud Control Unit Secures More Than $700,000 Through Multistate Action from Toxicology Laboratory",2024-10-02,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-medicaid-fraud-control-unit-secures-more-than-700000-through-multistate-action-from-toxicology-laboratory/,State of Florida
Chicago Lab Owner Pleads Guilty to $14 Million COVID-19 Fraud Scheme,2024-10-01,COVID-19,https://oig.hhs.gov/fraud/enforcement/chicago-lab-owner-pleads-guilty-to-14-million-covid-19-fraud-scheme/,"U.S. Attorney's Office, Northern District of Illinois"
Brookline Hospital to Pay Up To $6.5 Million to Resolve False Claims Act Liability Concerning Kickback Allegations,2024-10-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brookline-hospital-to-pay-up-to-65-million-to-resolve-false-claims-act-liability-concerning-kickback-allegations/,"U.S. Attorney's Office, District of Massachusetts"
"Lehigh Valley-Area Doctor Agrees to Pay $45,000 to Resolve False Claims Act Liability",2024-10-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lehigh-valley-area-doctor-agrees-to-pay-45000-to-resolve-false-claims-act-liability/,"U.S. Attorney's Office, Eastern District of Pennsylvania"
"Patient First New Jersey Physicians Group Agreed to Pay $25,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/patient-first-new-jersey-physicians-group-agreed-to-pay-25000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
Lab Owner Pleads Guilty to $14M COVID-19 Fraud Scheme,2024-09-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/lab-owner-pleads-guilty-to-14m-covid-19-fraud-scheme/,U.S. Department of Justice
Brooklyn-Based Home Health Care Agencies Settle Fraud Claims for $9.75 Million and Agree to Pay $7.5 Million in Wages and Benefits to Underpaid Aides,2024-09-30,COVID-19,https://oig.hhs.gov/fraud/enforcement/brooklyn-based-home-health-care-agencies-settle-fraud-claims-for-975-million-and-agree-to-pay-75-million-in-wages-and-benefits-to-underpaid-aides/,"U.S. Attorney's Office, Eastern District of New York"
Founder and Chief Executive Officer of Injectable Stem Cell Product Manufacturer Sentenced for Distributing Unapproved Drug,2024-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/founder-and-chief-executive-officer-of-injectable-stem-cell-product-manufacturer-sentenced-for-distributing-unapproved-drug/,U.S. Department of Justice
"Joint Regeneration of North Atlanta Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Orthoses that Did Not Meet Medicare Requirements",2024-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/joint-regeneration-of-north-atlanta-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-orthoses-that-did-not-meet-medicare-requirements/,N/A
Attorney General James And U.S. Attorney Peace Secure Over $17 Million From Home Health Agencies For Cheating Workers And Defrauding Medicaid In Landmark Wage Parity Agreement,2024-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-and-us-attorney-peace-secure-over-17-million-from-home-health-agencies-for-cheating-workers-and-defrauding-medicaid-in-landmark-wage-parity-agreement/,State of New York
The Pathway Home Abuse Investigation – Victims Being Sought,2024-09-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-pathway-home-abuse-investigation-victims-being-sought/,Anchorage Police Department
Owner of Oahu Physical Therapy Clinics Pleads Guilty to Health Care Fraud,2024-09-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-oahu-physical-therapy-clinics-pleads-guilty-to-health-care-fraud/,"U.S. Attorney's Office, District of Hawaii"
"Hospital, Laboratory, Referring Physician, and Lab Employees Pay More than $7.2 Million To Resolve Civil Allegations of Fraudulent Laboratory Testing",2024-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-laboratory-referring-physician-and-lab-employees-pay-more-than-72-million-to-resolve-civil-allegations-of-fraudulent-laboratory-testing/,"U.S. Attorney’s Office, Eastern District of Kentucky"
"Physician and Office Manager Pay $450,000 to Resolve Alleged Violations of the Controlled Substance Act and the False Claims Act",2024-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-office-manager-pay-450000-to-resolve-alleged-violations-of-the-controlled-substance-act-and-the-false-claims-act/,"U.S. Attorney’s Office, Eastern District of Kentucky"
Behavioral Healthcare Company Executive Pleads Guilty to Healthcare Fraud,2024-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-healthcare-company-executive-pleads-guilty-to-healthcare-fraud/,"U.S. Attorney's Office, District of Massachusetts"
Acadia Healthcare Company Inc. to Pay $19.85M to Settle Allegations Relating to Medically Unnecessary Inpatient Behavioral Health Services,2024-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/acadia-healthcare-company-inc-to-pay-1985m-to-settle-allegations-relating-to-medically-unnecessary-inpatient-behavioral-health-services/,U.S. Department of Justice
Attorney General Griffin Announces Arrest Of Little Rock Woman On Felony Medicaid Fraud Charge,2024-09-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-arrest-of-little-rock-woman-on-felony-medicaid-fraud-charge/,State of Arkansas
Texas Businessman Accused of $1.9 Million COVID Test Kit Fraud,2024-09-25,COVID-19,https://oig.hhs.gov/fraud/enforcement/texas-businessman-accused-of-19-million-covid-test-kit-fraud/,"U.S. Attorney’s Office, Eastern District of Missouri"
Over 100 Defendants Federally Charged With Fraud Related To The COVID-19 Pandemic,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/over-100-defendants-federally-charged-with-fraud-related-to-the-covid-19-pandemic/,"U.S. Attorney’s Office, Middle District of Florida"
Former Pharmacy Chief Financial Officer and Former Pharmacy President Admit Roles in $33 Million Pharmacy Compounded Medication Scheme,2024-09-25,COVID-19,https://oig.hhs.gov/fraud/enforcement/former-pharmacy-chief-financial-officer-and-former-pharmacy-president-admit-roles-in-33-million-pharmacy-compounded-medication-scheme/,"U.S. Attorney’s Office, District of New Jersey"
Prineville Woman Sentenced to Federal Prison for Multi-Million Dollar Drug Treatment Fraud Scheme,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/prineville-woman-sentenced-to-federal-prison-for-multi-million-dollar-drug-treatment-fraud-scheme/,"U.S. Attorney’s Office, District of Oregon"
"$2,125,640 Recouped in Civil Settlements for Violations of the False Claims Act from Local Pharmacies in Cidra and Florida, Puerto Rico",2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/2125640-recouped-in-civil-settlements-for-violations-of-the-false-claims-act-from-local-pharmacies-in-cidra-and-florida-puerto-rico/,"U.S. Attorney’s Office, District of Puerto Rico"
27 Individuals Indicted for Buying and Selling Wholesale Quantities of Misbranded and Diverted Prescription Drugs Resold to the Public Through Retail Pharmacies in Puerto Rico,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/27-individuals-indicted-for-buying-and-selling-wholesale-quantities-of-misbranded-and-diverted-prescription-drugs-resold-to-the-public-through-retail-pharmacies-in-puerto-rico/,"U.S. Attorney’s Office, District of Puerto Rico"
"Ra Medical Systems, Inc. & Physicians Pay Over $8 Million to Resolve False Claims Act Allegations of Illegal Kickbacks",2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ra-medical-systems-inc-physicians-pay-over-8-million-to-resolve-false-claims-act-allegations-of-illegal-kickbacks/,"U.S. Attorney’s Office, Eastern District of Michigan"
USAO NDWV Secures False Claims Act Settlement Relating to Use of Amniotic Fluid Injections for Pain Management,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/usao-ndwv-secures-false-claims-act-settlement-relating-to-use-of-amniotic-fluid-injections-for-pain-management/,"U.S. Attorney’s Office, Northern District of West Virginia"
Virginia-Based Defense Contractor To Pay $2.25 Million Fine for Bribery Conspiracy,2024-09-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/virginia-based-defense-contractor-to-pay-225-million-fine-for-bribery-conspiracy/,"U.S. Attorney’s Office, Southern District of California"
"Big South Fork Medical Center Agreed to Pay $60,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide Appropriate Medical Screening Examinations",2024-09-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/big-south-fork-medical-center-agreed-to-pay-60000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-appropriate-medical-screening-examinations/,N/A
Seven People Charged With Over $40 Million In Medicare And Medicaid Fraud,2024-09-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seven-people-charged-with-over-40-million-in-medicare-and-medicaid-fraud/,"U.S. Attorney’s Office, District of Colorado"
"Digestive Health Partners Agreed to Pay $74,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Drugs and Services",2024-09-24,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/digestive-health-partners-agreed-to-pay-74000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-drugs-and-services/,N/A
Attorney General Alan Wilson announces Irmo woman charged with stealing from Charleston nursing home resident,2024-09-24,EMTALA/Patient Dumping,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-irmo-woman-charged-with-stealing-from-charleston-nursing-home-resident/,State of South Carolina
Home Health Care Companies Owner Convicted Of Medicaid Fraud,2024-09-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-companies-owner-convicted-of-medicaid-fraud/,"U.S. Attorney's Office, Southern District of Ohio"
"Hope Pharmacy Agreed to Pay $100,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Waived Copayments",2024-09-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/hope-pharmacy-agreed-to-pay-100000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-waived-copayments/,N/A
"Michael G. Valpiani, MD AZ, and Dr. Michael G. Valpiani Agreed to Pay $296,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed",2024-09-23,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/michael-g-valpiani-md-az-and-dr-michael-g-valpiani-agreed-to-pay-296000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed/,N/A
Nine Individuals Indicted In $28 Million Illegal Opioid Distribution Conspiracy Three Doctors and A Clinic Owner Among Those Indicted,2024-09-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-individuals-indicted-in-28-million-illegal-opioid-distribution-conspiracy-three-doctors-and-a-clinic-owner-among-those-indicted/,"U.S. Attorney’s Office, Eastern District of Michigan"
Tallahassee Woman Arrested for Defrauding Medicaid Program,2024-09-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tallahassee-woman-arrested-for-defrauding-medicaid-program/,State of Florida
"Medical Device Distributor To Pay $1,019,000 To Resolve False Claims Act Liability Arising From Billing Of “P-Stim” Devices",2024-09-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-distributor-to-pay-1019000-to-resolve-false-claims-act-liability-arising-from-billing-of-p-stim-devices/,"U.S. Attorney's Office, Eastern District of Pennsylvania"
Philadelphia Woman Sentenced To 20 Months In Prison For Conspiring To Defraud Medicaid,2024-09-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-woman-sentenced-to-20-months-in-prison-for-conspiring-to-defraud-medicaid/,"U.S. Attorney's Office, Eastern District of Pennsylvania"
"Maryland Man Sentenced For Selling Fraudulent Nursing Diplomas, Transcripts And Nursing Licenses",2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-selling-fraudulent-nursing-diplomas-transcripts-and-nursing-licenses/,"U.S. Attorney's Office, District of Maryland"
Doctor Charged In $32.7M Medicare Fraud Scheme,2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-327m-medicare-fraud-scheme/,U.S. Department of Justice
Oak Street Health Agrees To Pay $60M To Resolve Alleged False Claims Act Liability For Paying Kickbacks To Insurance Agents In Medicare Advantage Patient Recruitment Scheme,2024-09-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oak-street-health-agrees-to-pay-60m-to-resolve-alleged-false-claims-act-liability-for-paying-kickbacks-to-insurance-agents-in-medicare-advantage-patient-recruitment-scheme/,U.S. Department of Justice
Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,2024-09-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-indictment-of-southern-california-healthcare-provider-for-medi-cal-fraud-of-nearly-60-million/,State of California
Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,2024-09-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-lawrenceville-man-indicted-for-medicaid-and-identity-fraud/,State of Georgia
Managers Of Suburban Chicago Youth Counseling Center Sentenced To Prison For Defrauding Illinois Medicaid Out Of $2.5 Million,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/managers-of-suburban-chicago-youth-counseling-center-sentenced-to-prison-for-defrauding-illinois-medicaid-out-of-25-million/,"U.S. Attorney's Office, Northern District of Illinois"
South Dakota Surgical Hospital And United Surgical Partners International Agree To Pay More Than $12.7 Million To Resolve Alleged False Claims Act Violations,2024-09-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-and-united-surgical-partners-international-agree-to-pay-more-than-127-million-to-resolve-alleged-false-claims-act-violations/,"U.S. Attorney's Office, Northern District of Iowa"
